Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Drinkware insulation (product.metafields.shopify.drinkware-insulation),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware shape (product.metafields.shopify.drinkware-shape),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Handle type (product.metafields.shopify.handle-type),Ingress protection (IP) rating (product.metafields.shopify.ingress-protection-ip-rating),Jewelry material (product.metafields.shopify.jewelry-material),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Microwave compatibility (product.metafields.shopify.microwave-compatibility),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Neckline (product.metafields.shopify.neckline),Printing method (product.metafields.shopify.printing-method),Shape (product.metafields.shopify.shape),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Warmth rating (product.metafields.shopify.warmth-rating),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Navy,,,,,'12916711280101458511,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3427265751644908231_2048.jpg?v=1783477834,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3427265751644908231_2048.jpg?v=1783477834,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Pink,,,,,'11850924619691689873,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13197369492056836210_2048.jpg?v=1783477837,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13197369492056836210_2048.jpg?v=1783477837,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Red,,,,,'16552653023191809108,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11298515305153853946_2048.jpg?v=1783477840,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11298515305153853946_2048.jpg?v=1783477840,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Light Blue,,,,,'47805431765340447946,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7622341107410496892_2048.jpg?v=1783477842,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7622341107410496892_2048.jpg?v=1783477842,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Orange,,,,,'21930595085361605136,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7236408428516440844_2048.jpg?v=1783477845,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7236408428516440844_2048.jpg?v=1783477845,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Purple,,,,,'20080730734436539128,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17391472444617211369_2048.jpg?v=1783477847,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10061799254531610425_2048.jpg?v=1783477852,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Yellow,,,,,'18225829778024246462,99.7903214,shopify,deny,manual,17.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17466700540100596867_2048.jpg?v=1783477850,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17391472444617211369_2048.jpg?v=1783477847,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,11oz,,,Light Green,,,,,'12304617461597533756,99.7903214,shopify,deny,manual,13.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10061799254531610425_2048.jpg?v=1783477852,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17466700540100596867_2048.jpg?v=1783477850,lb,,6.25,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16773203054172994453_2048.jpg?v=1783477855,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/550206209565818240_2048.jpg?v=1783477857,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7694040298521283568_2048.jpg?v=1783477860,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1460529007718075268_2048.jpg?v=1783477863,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8535292731534315853_2048.jpg?v=1783477866,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7972113075889588707_2048.jpg?v=1783477868,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11103641230710308589_2048.jpg?v=1783477871,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13794093041242184840_2048.jpg?v=1783477874,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15085548693915708366_2048.jpg?v=1783477876,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1056219304596214685_2048.jpg?v=1783477879,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17590547641410390290_2048.jpg?v=1783477881,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13269535708935339707_2048.jpg?v=1783477884,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4603119314242086842_2048.jpg?v=1783477887,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/103328495667550734_2048.jpg?v=1783477890,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/345846775979338690_2048.jpg?v=1783477893,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12205414772847184867_2048.jpg?v=1783477897,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13893291153245069693_2048.jpg?v=1783477899,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5697691358299443509_2048.jpg?v=1783477902,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3527231666188649343_2048.jpg?v=1783477904,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7060658337278245742_2048.jpg?v=1783477907,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3079074729375343064_2048.jpg?v=1783477909,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11054254709766094049_2048.jpg?v=1783477912,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10614512429331304298_2048.jpg?v=1783477915,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/642571757287001515_2048.jpg?v=1783477917,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12753478059567372559_2048.jpg?v=1783477920,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17824366968770228901_2048.jpg?v=1783477922,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumberjack-legends-accent-coffee-mug-illustrated-paul-babe-john-henry-abe-lincoln-designs-11-15oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5376308650665267786_2048.jpg?v=1783477925,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,Sasquatch Graphic T-Shirt — Vintage Pacific Northwest Bigfoot Tee,"A soft, lived-in tee that carries a quiet story of trails, campfire skies, and the slow thrill of a wilderness mystery. The navy, vintage-inspired Sasquatch design sits centered on a clean white shirt — a minimalist field-guide aesthetic with a single pale footprint and subtle compass markings. It layers easily under jackets for dawn hikes, keeps you comfortable while curled up with a map, and reads like a nod to anyone who loves backcountry lore. Wear it on weekend drives to the foothills, at casual meetups with other outdoor lovers, or while planning the next national park escape.<br><br>Product features<br>- 100% ring-spun cotton (lightweight 153 g/m²) for a soft, breathable feel<br>- Tubular knit construction — no side seams for a smooth, clean drape<br>- Ribbed, elastic crew neckline with shoulder tape for shape retention and durability<br>- DTG/DTF printed artwork: crisp, long-lasting Sasquatch print on front and optional DTF sleeve/neck details<br>- OEKO-TEX® STANDARD 100 certified; ethically sourced materials with EU 2-year warranty<br><br>Care instructions<br>- Do not dryclean<br>- Do not bleach<br>- Tumble dry: low heat<br>- Iron, steam or dry: low heat<br>- Machine wash: cold (max 30C or 90F), with similar colors <br>",Printify,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirt,"bigfoot shirt, camping shirt, casual graphic tee, forest adventure, gift for hikers, hiking t shirt, national park tee, nature lover gift, outdoor apparel, retro nature tee, sasquatch tee, unisex t shirt, wildlife lover",true,Color,Charcoal,,Size,S,,,,,'25532670883498845391,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17353848206919167318_2048.jpg?v=1783478151,1,"",false,,,212,,,,,,,,,,,,age-group__adults,,,care-instructions__machine-washable; care-instructions__tumble-dry; care-instructions__ironing-instructions,,,,,,,,fabric__cotton; fabric__polyester,,,,,,,,,neckline__crew,,,sleeve-length-type__short,,top-length-type__medium,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15856953447828003330_2048.jpg?v=1783478162,lb,,10.10,true,,,active
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Daisy,,,S,,,,,'21537361093747049819,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12854542166562558921_2048.jpg?v=1783478152,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3934195401814884918_2048.jpg?v=1783478159,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Dark Chocolate,,,S,,,,,'17263767142634851020,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13232857872331890788_2048.jpg?v=1783478153,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9984981457154399057_2048.jpg?v=1783478157,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Red,,,S,,,,,'11623066353316740485,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11047988662868552468_2048.jpg?v=1783478154,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2100843469456216133_2048.jpg?v=1783478166,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Sport Grey,,,S,,,,,'23880243293615409323,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13512497004615088876_2048.jpg?v=1783478154,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13512497004615088876_2048.jpg?v=1783478154,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,White,,,S,,,,,'87205613464213000879,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2360070448396404681_2048.jpg?v=1783478155,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17353848206919167318_2048.jpg?v=1783478151,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Black,,,S,,,,,'81391190609271334539,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9190083325729605672_2048.jpg?v=1783478156,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12854542166562558921_2048.jpg?v=1783478152,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Cornsilk,,,S,,,,,'28041202203083993680,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9984981457154399057_2048.jpg?v=1783478157,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15792263588687356653_2048.jpg?v=1783478159,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Orange,,,S,,,,,'14632445855630835692,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15737934807660365116_2048.jpg?v=1783478158,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9190083325729605672_2048.jpg?v=1783478156,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Heather Navy,,,S,,,,,'32919880934377630118,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15792263588687356653_2048.jpg?v=1783478159,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4729678118737454767_2048.jpg?v=1783478163,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Heather Red,,,S,,,,,'24117159928842811464,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3934195401814884918_2048.jpg?v=1783478159,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12493965572259755748_2048.jpg?v=1783478164,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Dark Heather,,,S,,,,,'82072415860416700549,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16252452010709375809_2048.jpg?v=1783478160,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16252452010709375809_2048.jpg?v=1783478160,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Natural,,,S,,,,,'98243591886963665628,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12366374093539714363_2048.jpg?v=1783478162,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15737934807660365116_2048.jpg?v=1783478158,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Gold,,,S,,,,,'12043493599442759343,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15856953447828003330_2048.jpg?v=1783478162,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2360070448396404681_2048.jpg?v=1783478155,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Heather Indigo,,,S,,,,,'32400930408811025122,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4729678118737454767_2048.jpg?v=1783478163,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12366374093539714363_2048.jpg?v=1783478162,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Ice Grey,,,S,,,,,'21176327406640583015,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12493965572259755748_2048.jpg?v=1783478164,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11047988662868552468_2048.jpg?v=1783478154,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Sand,,,S,,,,,'76214667099405472154,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2100843469456216133_2048.jpg?v=1783478166,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13232857872331890788_2048.jpg?v=1783478153,lb,,10.10,,,,
sasquatch-graphic-t-shirt-vintage-pacific-northwest-bigfoot-tee,,,,,,,,,Charcoal,,,M,,,,,'17185834725224051615,99.7903214,shopify,deny,manual,22.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2140024990549953824_2048.jpg?v=1783478166,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15856953447828003330_2048.jpg?v=1783478162,lb,,10.10,,,,
